FlightID,Airline,FlightNumber,Origin,Destination,ScheduledDeparture,ActualDeparture,ScheduledArrival,ActualArrival,DelayMinutes,DelayReason,Cancelled,Diverted,AircraftType,TailNumber,Distance
1779,Southwest,4056,LAX,JFK,01-09-2024 15:21,01-09-2024 15:50,01-09-2024 18:21,01-09-2024 18:38,17,Maintenance,TRUE,FALSE,Boeing 737,N21142,615
1780,United,2972,DFW,JFK,01-09-2024 16:46,01-09-2024 16:47,01-09-2024 19:46,01-09-2024 19:41,-5,,TRUE,FALSE,Boeing 737,N28003,978
1781,American Airlines,3338,DFW,MIA,01-09-2024 03:37,01-09-2024 04:05,01-09-2024 05:37,01-09-2024 05:56,19,Weather,FALSE,FALSE,Boeing 777,N95466,2007
1782,Southwest,4761,ORD,SEA,01-09-2024 18:21,01-09-2024 18:45,01-09-2024 23:21,01-09-2024 23:14,-7,,FALSE,FALSE,Airbus A320,N98431,1318
1783,United,4879,DFW,SEA,01-09-2024 01:36,01-09-2024 01:38,01-09-2024 07:36,01-09-2024 08:03,27,Weather,FALSE,FALSE,Airbus A320,N71195,1206
1784,Delta,6402,ATL,BOS,01-09-2024 10:34,01-09-2024 10:41,01-09-2024 13:34,01-09-2024 13:35,1,Weather,FALSE,FALSE,Boeing 777,N75049,497
1785,Southwest,3012,LAX,MIA,01-09-2024 03:41,01-09-2024 03:46,01-09-2024 05:41,01-09-2024 05:32,-9,,TRUE,FALSE,Boeing 737,N92530,2504
1786,American Airlines,1699,LAX,SEA,01-09-2024 17:16,01-09-2024 17:23,01-09-2024 20:16,01-09-2024 20:45,29,Maintenance,FALSE,TRUE,Boeing 777,N29870,113
1787,Southwest,9330,JFK,MIA,01-09-2024 15:54,01-09-2024 16:05,01-09-2024 19:54,01-09-2024 19:45,-9,,TRUE,FALSE,Boeing 737,N23195,778
1788,American Airlines,1327,LAX,MIA,01-09-2024 22:14,01-09-2024 22:22,02-09-2024 00:14,02-09-2024 00:25,11,Weather,TRUE,FALSE,Airbus A320,N50293,138
1789,Delta,7622,DFW,SEA,01-09-2024 17:38,01-09-2024 17:52,01-09-2024 23:38,01-09-2024 23:34,-4,,TRUE,TRUE,Boeing 737,N78304,2144
1790,Southwest,4365,JFK,SEA,01-09-2024 09:54,01-09-2024 09:56,01-09-2024 13:54,01-09-2024 13:51,-3,,FALSE,FALSE,Boeing 777,N73205,2896
1791,United,9996,JFK,MIA,01-09-2024 07:32,01-09-2024 07:53,01-09-2024 11:32,01-09-2024 11:43,11,Maintenance,TRUE,TRUE,Boeing 737,N93325,1752
1792,United,8409,DFW,BOS,01-09-2024 19:45,01-09-2024 20:04,01-09-2024 23:45,01-09-2024 23:53,8,Maintenance,TRUE,TRUE,Boeing 737,N94262,2250
1793,American Airlines,2758,DFW,SFO,01-09-2024 04:11,01-09-2024 04:17,01-09-2024 10:11,01-09-2024 10:01,-10,,FALSE,FALSE,Airbus A320,N79290,2839
1794,Delta,9050,LAX,BOS,01-09-2024 12:07,01-09-2024 12:07,01-09-2024 17:07,01-09-2024 17:37,30,Maintenance,FALSE,TRUE,Airbus A320,N45193,1160
1795,Southwest,2484,LAX,BOS,01-09-2024 12:02,01-09-2024 12:24,01-09-2024 17:02,01-09-2024 17:05,3,Air Traffic Control,TRUE,TRUE,Boeing 777,N80206,1050
1796,Delta,4636,JFK,MIA,01-09-2024 16:36,01-09-2024 16:50,01-09-2024 17:36,01-09-2024 17:31,-5,,FALSE,TRUE,Boeing 737,N89263,144
1797,Delta,6299,ORD,SEA,01-09-2024 05:24,01-09-2024 05:42,01-09-2024 08:24,01-09-2024 08:51,27,Maintenance,FALSE,FALSE,Airbus A320,N90791,1794
1798,United,6189,LAX,SFO,01-09-2024 06:13,01-09-2024 06:22,01-09-2024 09:13,01-09-2024 09:13,0,,FALSE,FALSE,Boeing 777,N32720,707
1799,Delta,6036,DFW,SFO,01-09-2024 05:25,01-09-2024 05:32,01-09-2024 11:25,01-09-2024 11:49,24,Maintenance,TRUE,FALSE,Boeing 777,N66337,2830
1800,United,9891,ORD,SEA,01-09-2024 20:54,01-09-2024 21:13,02-09-2024 02:54,02-09-2024 03:13,19,Air Traffic Control,FALSE,FALSE,Boeing 737,N16640,2492
1801,American Airlines,7229,LAX,JFK,01-09-2024 03:21,01-09-2024 03:39,01-09-2024 09:21,01-09-2024 09:20,-1,,TRUE,TRUE,Boeing 777,N65695,2397
1802,American Airlines,7282,LAX,MIA,01-09-2024 07:17,01-09-2024 07:37,01-09-2024 12:17,01-09-2024 12:35,18,Air Traffic Control,FALSE,TRUE,Boeing 777,N59867,1966
1803,Delta,3212,ORD,MIA,01-09-2024 12:59,01-09-2024 13:28,01-09-2024 13:59,01-09-2024 14:05,6,Weather,TRUE,FALSE,Airbus A320,N35442,317
1804,Delta,2376,ATL,MIA,01-09-2024 10:32,01-09-2024 10:50,01-09-2024 15:32,01-09-2024 15:59,27,Maintenance,TRUE,FALSE,Boeing 777,N51220,664
1805,United,6624,ATL,SFO,01-09-2024 12:49,01-09-2024 12:51,01-09-2024 17:49,01-09-2024 18:00,11,Maintenance,TRUE,TRUE,Airbus A320,N59001,954
1806,Southwest,6361,ORD,JFK,01-09-2024 12:58,01-09-2024 13:00,01-09-2024 18:58,01-09-2024 18:59,1,Maintenance,TRUE,FALSE,Boeing 737,N30052,290
1807,Southwest,5623,JFK,SFO,01-09-2024 16:26,01-09-2024 16:37,01-09-2024 21:26,01-09-2024 21:37,11,Air Traffic Control,TRUE,FALSE,Airbus A320,N56345,522
1808,American Airlines,527,DFW,BOS,01-09-2024 01:33,01-09-2024 01:54,01-09-2024 06:33,01-09-2024 06:30,-3,,FALSE,TRUE,Airbus A320,N23593,1788
1809,Southwest,9176,JFK,BOS,01-09-2024 07:13,01-09-2024 07:40,01-09-2024 12:13,01-09-2024 12:34,21,Weather,TRUE,TRUE,Airbus A320,N75918,683
1810,American Airlines,45,JFK,MIA,01-09-2024 19:02,01-09-2024 19:24,01-09-2024 21:02,01-09-2024 21:22,20,Maintenance,TRUE,FALSE,Boeing 777,N54594,830
1811,United,5241,JFK,SEA,01-09-2024 08:11,01-09-2024 08:23,01-09-2024 11:11,01-09-2024 11:23,12,Weather,TRUE,TRUE,Boeing 737,N42692,603
1812,Southwest,7441,DFW,MIA,01-09-2024 03:56,01-09-2024 04:25,01-09-2024 08:56,01-09-2024 09:25,29,Maintenance,TRUE,FALSE,Boeing 777,N17563,1017
1813,Delta,5697,ATL,MIA,01-09-2024 10:36,01-09-2024 10:49,01-09-2024 16:36,01-09-2024 16:47,11,Weather,FALSE,TRUE,Boeing 777,N75882,2094
1814,Delta,4617,DFW,BOS,01-09-2024 18:10,01-09-2024 18:29,01-09-2024 21:10,01-09-2024 21:24,14,Weather,TRUE,TRUE,Boeing 777,N31636,1472
1815,Delta,5013,DFW,JFK,01-09-2024 15:53,01-09-2024 15:56,01-09-2024 16:53,01-09-2024 16:57,4,Weather,FALSE,TRUE,Boeing 777,N36741,2036
1816,Delta,2159,JFK,BOS,01-09-2024 01:14,01-09-2024 01:29,01-09-2024 02:14,01-09-2024 02:10,-4,,FALSE,FALSE,Boeing 777,N22688,2395
1817,American Airlines,3386,ATL,BOS,01-09-2024 07:43,01-09-2024 07:43,01-09-2024 11:43,01-09-2024 11:47,4,Weather,TRUE,TRUE,Boeing 737,N94487,2726
1818,American Airlines,6173,ORD,SFO,01-09-2024 10:44,01-09-2024 10:48,01-09-2024 13:44,01-09-2024 13:43,-1,,TRUE,FALSE,Boeing 777,N64790,1006
1819,Delta,4271,ATL,SEA,01-09-2024 07:26,01-09-2024 07:40,01-09-2024 09:26,01-09-2024 09:42,16,Air Traffic Control,TRUE,TRUE,Airbus A320,N32564,413
1820,Southwest,1407,LAX,BOS,01-09-2024 16:47,01-09-2024 16:55,01-09-2024 17:47,01-09-2024 17:54,7,Air Traffic Control,TRUE,FALSE,Boeing 737,N54779,2705
1821,American Airlines,2047,ATL,MIA,01-09-2024 20:21,01-09-2024 20:44,02-09-2024 00:21,02-09-2024 00:37,16,Maintenance,FALSE,FALSE,Boeing 777,N58529,2922
1822,American Airlines,4964,ORD,JFK,01-09-2024 07:32,01-09-2024 07:56,01-09-2024 10:32,01-09-2024 10:53,21,Air Traffic Control,FALSE,TRUE,Boeing 777,N92233,1759
1823,United,252,DFW,BOS,01-09-2024 12:33,01-09-2024 12:34,01-09-2024 18:33,01-09-2024 18:36,3,Air Traffic Control,FALSE,TRUE,Boeing 777,N63661,2673
1824,Delta,8275,DFW,SEA,01-09-2024 02:52,01-09-2024 03:14,01-09-2024 03:52,01-09-2024 04:14,22,Weather,TRUE,FALSE,Airbus A320,N63145,2193
1825,Southwest,3273,ORD,SEA,01-09-2024 22:46,01-09-2024 23:02,02-09-2024 04:46,02-09-2024 04:58,12,Weather,FALSE,FALSE,Boeing 737,N81104,1554
1826,Southwest,7840,LAX,SEA,01-09-2024 02:08,01-09-2024 02:17,01-09-2024 08:08,01-09-2024 08:27,19,Air Traffic Control,FALSE,FALSE,Airbus A320,N78335,536
1827,Delta,6600,DFW,JFK,01-09-2024 09:48,01-09-2024 10:15,01-09-2024 10:48,01-09-2024 10:51,3,Air Traffic Control,TRUE,FALSE,Airbus A320,N37437,1236
1828,Southwest,4869,ATL,SFO,01-09-2024 23:57,02-09-2024 00:05,02-09-2024 05:57,02-09-2024 06:10,13,Air Traffic Control,FALSE,TRUE,Boeing 777,N14616,122
1829,United,8922,ATL,BOS,01-09-2024 01:53,01-09-2024 02:05,01-09-2024 04:53,01-09-2024 05:02,9,Weather,TRUE,FALSE,Boeing 737,N94029,2978
1830,Southwest,4110,JFK,SFO,01-09-2024 05:48,01-09-2024 06:15,01-09-2024 06:48,01-09-2024 06:45,-3,,TRUE,TRUE,Boeing 777,N16386,1385
1831,Southwest,5225,LAX,SEA,01-09-2024 15:25,01-09-2024 15:34,01-09-2024 17:25,01-09-2024 17:26,1,Maintenance,FALSE,FALSE,Boeing 737,N26964,1768
1832,Southwest,3877,ORD,BOS,01-09-2024 03:09,01-09-2024 03:22,01-09-2024 05:09,01-09-2024 05:18,9,Maintenance,TRUE,TRUE,Boeing 737,N79036,2275
1833,Southwest,5180,LAX,SFO,01-09-2024 06:25,01-09-2024 06:41,01-09-2024 07:25,01-09-2024 07:15,-10,,FALSE,FALSE,Boeing 737,N38295,1684
1834,Southwest,3044,DFW,SFO,01-09-2024 18:31,01-09-2024 19:00,01-09-2024 20:31,01-09-2024 20:29,-2,,TRUE,TRUE,Airbus A320,N88169,2621
1835,Delta,6802,LAX,BOS,01-09-2024 01:31,01-09-2024 01:48,01-09-2024 02:31,01-09-2024 02:50,19,Maintenance,FALSE,TRUE,Boeing 737,N21626,2094
1836,United,1478,ATL,JFK,01-09-2024 10:03,01-09-2024 10:28,01-09-2024 14:03,01-09-2024 14:09,6,Weather,TRUE,TRUE,Boeing 777,N15960,640
1837,Southwest,9386,DFW,SEA,01-09-2024 18:35,01-09-2024 18:57,01-09-2024 22:35,01-09-2024 22:32,-3,,FALSE,FALSE,Boeing 777,N67115,2052
1838,Southwest,115,JFK,SFO,01-09-2024 18:08,01-09-2024 18:14,01-09-2024 23:08,01-09-2024 23:29,21,Maintenance,TRUE,FALSE,Boeing 777,N13110,117
1839,Delta,5342,JFK,SEA,01-09-2024 08:12,01-09-2024 08:41,01-09-2024 13:12,01-09-2024 13:09,-3,,FALSE,FALSE,Boeing 737,N71589,1342
1840,Southwest,5731,DFW,SEA,01-09-2024 07:49,01-09-2024 08:10,01-09-2024 13:49,01-09-2024 13:50,1,Air Traffic Control,TRUE,FALSE,Airbus A320,N39344,567
1841,American Airlines,8367,ATL,SFO,01-09-2024 15:49,01-09-2024 16:12,01-09-2024 16:49,01-09-2024 16:43,-6,,FALSE,TRUE,Airbus A320,N43116,1784
1842,American Airlines,8231,JFK,JFK,01-09-2024 15:41,01-09-2024 15:57,01-09-2024 16:41,01-09-2024 16:59,18,Weather,FALSE,TRUE,Airbus A320,N23854,952
1843,United,1764,ORD,SEA,01-09-2024 14:29,01-09-2024 14:29,01-09-2024 19:29,01-09-2024 19:46,17,Weather,FALSE,FALSE,Boeing 777,N42144,2228
1844,Southwest,7192,ORD,JFK,01-09-2024 19:14,01-09-2024 19:36,02-09-2024 00:14,02-09-2024 00:05,-9,,FALSE,TRUE,Airbus A320,N80987,1329
1845,American Airlines,7416,LAX,JFK,01-09-2024 14:12,01-09-2024 14:32,01-09-2024 15:12,01-09-2024 15:40,28,Weather,TRUE,TRUE,Boeing 777,N68306,2088
1846,Southwest,2086,ORD,MIA,01-09-2024 20:51,01-09-2024 21:07,02-09-2024 00:51,02-09-2024 01:19,28,Maintenance,FALSE,FALSE,Boeing 737,N76136,2480
1847,Delta,6678,ORD,SFO,01-09-2024 08:31,01-09-2024 08:36,01-09-2024 09:31,01-09-2024 09:39,8,Maintenance,TRUE,FALSE,Airbus A320,N48506,2394
1848,American Airlines,7954,JFK,JFK,01-09-2024 01:52,01-09-2024 02:21,01-09-2024 03:52,01-09-2024 04:07,15,Weather,FALSE,TRUE,Boeing 777,N66162,2387
1849,American Airlines,7341,DFW,JFK,01-09-2024 16:27,01-09-2024 16:32,01-09-2024 22:27,01-09-2024 22:49,22,Air Traffic Control,FALSE,TRUE,Boeing 777,N66663,450
1850,Southwest,3735,JFK,SEA,01-09-2024 09:13,01-09-2024 09:39,01-09-2024 13:13,01-09-2024 13:13,0,,FALSE,FALSE,Airbus A320,N65404,1096
1851,United,5317,ORD,BOS,01-09-2024 04:55,01-09-2024 05:23,01-09-2024 06:55,01-09-2024 07:21,26,Weather,FALSE,TRUE,Boeing 777,N92175,2445
1852,American Airlines,8264,LAX,JFK,01-09-2024 06:01,01-09-2024 06:23,01-09-2024 10:01,01-09-2024 10:19,18,Maintenance,TRUE,TRUE,Airbus A320,N71112,1530
1853,United,5525,ATL,SFO,01-09-2024 15:11,01-09-2024 15:14,01-09-2024 17:11,01-09-2024 17:20,9,Weather,TRUE,FALSE,Boeing 737,N73149,1934
1854,Southwest,6766,DFW,SFO,01-09-2024 16:25,01-09-2024 16:28,01-09-2024 21:25,01-09-2024 21:25,0,,FALSE,FALSE,Airbus A320,N41485,986
1855,Southwest,9474,JFK,SEA,01-09-2024 03:01,01-09-2024 03:07,01-09-2024 06:01,01-09-2024 06:04,3,Maintenance,TRUE,TRUE,Airbus A320,N76839,171
1856,Southwest,6779,DFW,SFO,01-09-2024 23:24,01-09-2024 23:35,02-09-2024 00:24,02-09-2024 00:45,21,Maintenance,FALSE,FALSE,Airbus A320,N65148,2499
1857,Southwest,3553,JFK,SFO,01-09-2024 08:35,01-09-2024 08:56,01-09-2024 13:35,01-09-2024 13:42,7,Weather,FALSE,FALSE,Airbus A320,N25809,1309
1858,American Airlines,4301,ATL,BOS,01-09-2024 13:20,01-09-2024 13:34,01-09-2024 16:20,01-09-2024 16:32,12,Air Traffic Control,TRUE,TRUE,Airbus A320,N71689,2086
1859,Southwest,6555,JFK,SEA,01-09-2024 04:17,01-09-2024 04:47,01-09-2024 08:17,01-09-2024 08:43,26,Maintenance,TRUE,FALSE,Boeing 777,N57200,1758
1860,Southwest,6931,ORD,SFO,01-09-2024 02:04,01-09-2024 02:31,01-09-2024 07:04,01-09-2024 07:05,1,Weather,FALSE,FALSE,Boeing 737,N74499,1200
1861,Delta,1723,LAX,SFO,01-09-2024 07:39,01-09-2024 07:56,01-09-2024 08:39,01-09-2024 08:45,6,Weather,TRUE,TRUE,Boeing 737,N45154,741
1862,Delta,906,ATL,SEA,01-09-2024 01:44,01-09-2024 01:52,01-09-2024 05:44,01-09-2024 05:46,2,Maintenance,TRUE,FALSE,Boeing 737,N66295,792
1863,Delta,9138,ORD,MIA,01-09-2024 16:26,01-09-2024 16:49,01-09-2024 20:26,01-09-2024 20:52,26,Air Traffic Control,FALSE,TRUE,Boeing 737,N21615,671
1864,Southwest,1721,JFK,JFK,01-09-2024 19:45,01-09-2024 19:49,01-09-2024 21:45,01-09-2024 21:48,3,Weather,TRUE,TRUE,Airbus A320,N80022,261
1865,Southwest,9338,JFK,JFK,01-09-2024 19:20,01-09-2024 19:36,02-09-2024 00:20,02-09-2024 00:15,-5,,TRUE,FALSE,Boeing 737,N50311,819
1866,Delta,3340,LAX,SEA,01-09-2024 14:51,01-09-2024 14:53,01-09-2024 15:51,01-09-2024 16:02,11,Weather,FALSE,FALSE,Airbus A320,N39905,2463
1867,Southwest,3213,DFW,BOS,01-09-2024 19:09,01-09-2024 19:27,02-09-2024 00:09,02-09-2024 00:08,-1,,TRUE,TRUE,Boeing 777,N34422,2080
1868,United,3595,ORD,BOS,01-09-2024 00:40,01-09-2024 01:10,01-09-2024 06:40,01-09-2024 07:09,29,Air Traffic Control,TRUE,TRUE,Boeing 777,N97360,2442
1869,Southwest,2364,DFW,SEA,01-09-2024 13:27,01-09-2024 13:40,01-09-2024 18:27,01-09-2024 18:19,-8,,TRUE,TRUE,Boeing 737,N77986,2036
1870,American Airlines,8761,LAX,MIA,01-09-2024 05:31,01-09-2024 05:49,01-09-2024 08:31,01-09-2024 08:43,12,Air Traffic Control,FALSE,FALSE,Airbus A320,N81009,233
1871,United,2555,JFK,MIA,01-09-2024 17:41,01-09-2024 18:06,01-09-2024 23:41,01-09-2024 23:58,17,Air Traffic Control,TRUE,TRUE,Airbus A320,N71676,2297
1872,Southwest,1624,JFK,MIA,01-09-2024 15:00,01-09-2024 15:10,01-09-2024 17:00,01-09-2024 16:59,-1,,FALSE,TRUE,Airbus A320,N44707,923
1873,Southwest,5847,LAX,BOS,01-09-2024 04:35,01-09-2024 05:02,01-09-2024 05:35,01-09-2024 05:30,-5,,TRUE,FALSE,Airbus A320,N63915,213
1874,Southwest,4950,LAX,JFK,01-09-2024 05:34,01-09-2024 05:38,01-09-2024 09:34,01-09-2024 10:00,26,Air Traffic Control,FALSE,FALSE,Boeing 777,N12446,2692
1875,United,5347,LAX,SEA,01-09-2024 12:05,01-09-2024 12:12,01-09-2024 13:05,01-09-2024 13:15,10,Air Traffic Control,TRUE,FALSE,Airbus A320,N83757,1050
1876,American Airlines,9249,ORD,SFO,01-09-2024 03:24,01-09-2024 03:29,01-09-2024 09:24,01-09-2024 09:15,-9,,TRUE,FALSE,Boeing 777,N30120,2646
1877,Southwest,4099,DFW,JFK,01-09-2024 17:31,01-09-2024 17:52,01-09-2024 18:31,01-09-2024 18:50,19,Weather,TRUE,TRUE,Airbus A320,N59792,2905
1878,Southwest,5320,ATL,JFK,01-09-2024 11:12,01-09-2024 11:31,01-09-2024 14:12,01-09-2024 14:17,5,Weather,TRUE,FALSE,Airbus A320,N65646,1940
1879,United,1431,ORD,JFK,01-09-2024 05:56,01-09-2024 06:21,01-09-2024 10:56,01-09-2024 10:59,3,Air Traffic Control,TRUE,FALSE,Airbus A320,N24656,447
1880,United,9537,DFW,JFK,01-09-2024 18:25,01-09-2024 18:32,01-09-2024 19:25,01-09-2024 19:16,-9,,TRUE,FALSE,Boeing 777,N81461,2620
1881,American Airlines,2827,JFK,SEA,01-09-2024 16:01,01-09-2024 16:05,01-09-2024 22:01,01-09-2024 21:51,-10,,FALSE,FALSE,Boeing 737,N91198,494
1882,Delta,5396,ATL,SFO,01-09-2024 07:52,01-09-2024 08:11,01-09-2024 09:52,01-09-2024 09:46,-6,,FALSE,TRUE,Boeing 777,N18238,1261
1883,American Airlines,5496,DFW,MIA,01-09-2024 17:33,01-09-2024 17:50,01-09-2024 19:33,01-09-2024 19:50,17,Air Traffic Control,FALSE,FALSE,Boeing 737,N70436,2431
1884,Southwest,5205,ATL,SEA,01-09-2024 07:34,01-09-2024 07:43,01-09-2024 12:34,01-09-2024 12:59,25,Weather,FALSE,FALSE,Boeing 737,N26150,1682
1885,United,444,ATL,SFO,01-09-2024 10:19,01-09-2024 10:48,01-09-2024 12:19,01-09-2024 12:16,-3,,TRUE,FALSE,Boeing 777,N93353,143
1886,United,3799,ORD,MIA,01-09-2024 02:07,01-09-2024 02:26,01-09-2024 05:07,01-09-2024 05:11,4,Maintenance,FALSE,FALSE,Boeing 737,N41752,2753
1887,United,8284,JFK,BOS,01-09-2024 02:56,01-09-2024 03:04,01-09-2024 05:56,01-09-2024 06:02,6,Air Traffic Control,FALSE,FALSE,Boeing 737,N83116,2457
1888,Delta,5406,DFW,JFK,01-09-2024 20:25,01-09-2024 20:45,01-09-2024 22:25,01-09-2024 22:48,23,Air Traffic Control,FALSE,TRUE,Airbus A320,N55551,1938
1889,Delta,5506,JFK,SFO,01-09-2024 07:55,01-09-2024 08:15,01-09-2024 09:55,01-09-2024 10:12,17,Air Traffic Control,FALSE,TRUE,Boeing 777,N22184,514
1890,American Airlines,7412,LAX,SFO,01-09-2024 21:45,01-09-2024 22:11,01-09-2024 22:45,01-09-2024 22:41,-4,,FALSE,FALSE,Boeing 777,N44043,651
1891,Delta,2955,ORD,JFK,01-09-2024 04:07,01-09-2024 04:18,01-09-2024 09:07,01-09-2024 09:32,25,Weather,TRUE,FALSE,Boeing 777,N58053,144
1892,Delta,187,LAX,SFO,01-09-2024 04:08,01-09-2024 04:16,01-09-2024 10:08,01-09-2024 10:16,8,Maintenance,TRUE,TRUE,Boeing 737,N36065,555
1893,United,2498,DFW,JFK,01-09-2024 01:11,01-09-2024 01:21,01-09-2024 05:11,01-09-2024 05:09,-2,,TRUE,FALSE,Airbus A320,N43091,1477
1894,United,420,LAX,BOS,01-09-2024 18:40,01-09-2024 18:57,01-09-2024 23:40,02-09-2024 00:02,22,Weather,FALSE,TRUE,Boeing 777,N10073,2818
1895,Southwest,911,JFK,MIA,01-09-2024 22:37,01-09-2024 23:01,02-09-2024 01:37,02-09-2024 01:49,12,Weather,TRUE,FALSE,Boeing 777,N95286,850
1896,Delta,6557,DFW,BOS,01-09-2024 06:12,01-09-2024 06:15,01-09-2024 12:12,01-09-2024 12:08,-4,,FALSE,TRUE,Boeing 777,N35869,1058
1897,Southwest,391,ORD,SEA,01-09-2024 15:40,01-09-2024 15:51,01-09-2024 17:40,01-09-2024 17:36,-4,,TRUE,FALSE,Boeing 777,N38712,1712
1898,Southwest,3252,ORD,MIA,01-09-2024 18:00,01-09-2024 18:05,01-09-2024 21:00,01-09-2024 21:21,21,Weather,FALSE,FALSE,Boeing 737,N29833,1511
1899,Southwest,8945,DFW,JFK,01-09-2024 18:25,01-09-2024 18:47,01-09-2024 22:25,01-09-2024 22:35,10,Weather,FALSE,TRUE,Boeing 777,N29938,2583
1900,United,8081,DFW,BOS,01-09-2024 00:59,01-09-2024 01:23,01-09-2024 01:59,01-09-2024 02:12,13,Weather,TRUE,FALSE,Airbus A320,N33349,1880
1901,United,3596,DFW,JFK,01-09-2024 03:30,01-09-2024 03:33,01-09-2024 09:30,01-09-2024 09:53,23,Weather,FALSE,TRUE,Airbus A320,N93885,219
1902,American Airlines,4399,JFK,SEA,01-09-2024 03:59,01-09-2024 04:10,01-09-2024 05:59,01-09-2024 06:15,16,Maintenance,FALSE,TRUE,Airbus A320,N27010,1387
1903,Southwest,5162,DFW,SEA,01-09-2024 03:03,01-09-2024 03:25,01-09-2024 09:03,01-09-2024 09:02,-1,,TRUE,TRUE,Airbus A320,N83063,2069
1904,Delta,4972,LAX,BOS,01-09-2024 10:13,01-09-2024 10:16,01-09-2024 11:13,01-09-2024 11:09,-4,,FALSE,FALSE,Airbus A320,N85816,2051
1905,Southwest,3055,LAX,JFK,01-09-2024 12:14,01-09-2024 12:40,01-09-2024 14:14,01-09-2024 14:23,9,Maintenance,FALSE,TRUE,Airbus A320,N33404,2246
1906,Delta,4595,ATL,BOS,01-09-2024 10:46,01-09-2024 11:03,01-09-2024 16:46,01-09-2024 17:05,19,Maintenance,FALSE,FALSE,Boeing 777,N74958,502
1907,Delta,3750,JFK,JFK,01-09-2024 14:50,01-09-2024 15:06,01-09-2024 20:50,01-09-2024 21:11,21,Weather,FALSE,TRUE,Boeing 777,N44182,2793
1908,American Airlines,9448,JFK,JFK,01-09-2024 00:04,01-09-2024 00:11,01-09-2024 02:04,01-09-2024 02:14,10,Weather,FALSE,TRUE,Boeing 737,N26371,2699
1909,Delta,8223,ATL,MIA,01-09-2024 06:19,01-09-2024 06:44,01-09-2024 07:19,01-09-2024 07:42,23,Air Traffic Control,TRUE,TRUE,Boeing 777,N39611,1604
1910,United,1597,DFW,SFO,01-09-2024 09:48,01-09-2024 09:52,01-09-2024 10:48,01-09-2024 10:49,1,Weather,FALSE,TRUE,Boeing 777,N71673,1549
1911,United,6945,LAX,MIA,01-09-2024 12:33,01-09-2024 12:49,01-09-2024 18:33,01-09-2024 18:40,7,Maintenance,FALSE,TRUE,Boeing 777,N19061,1045
1912,American Airlines,5757,DFW,JFK,01-09-2024 17:29,01-09-2024 17:54,01-09-2024 22:29,01-09-2024 22:27,-2,,FALSE,FALSE,Airbus A320,N66352,860
1913,American Airlines,370,ORD,JFK,01-09-2024 05:00,01-09-2024 05:18,01-09-2024 06:00,01-09-2024 05:53,-7,,FALSE,FALSE,Boeing 777,N25250,520
1914,American Airlines,3254,LAX,MIA,01-09-2024 17:53,01-09-2024 18:04,01-09-2024 18:53,01-09-2024 18:46,-7,,TRUE,TRUE,Boeing 737,N98315,1929
1915,United,4118,LAX,JFK,01-09-2024 14:21,01-09-2024 14:21,01-09-2024 17:21,01-09-2024 17:28,7,Maintenance,TRUE,FALSE,Boeing 737,N58703,129
1916,American Airlines,4069,JFK,BOS,01-09-2024 20:25,01-09-2024 20:34,01-09-2024 21:25,01-09-2024 21:54,29,Maintenance,TRUE,TRUE,Airbus A320,N21912,2423
1917,American Airlines,4464,ATL,SEA,01-09-2024 00:33,01-09-2024 00:41,01-09-2024 05:33,01-09-2024 05:45,12,Weather,FALSE,FALSE,Airbus A320,N77514,875
1918,United,514,JFK,SFO,01-09-2024 02:00,01-09-2024 02:13,01-09-2024 05:00,01-09-2024 05:01,1,Maintenance,FALSE,TRUE,Boeing 777,N73359,852
1919,American Airlines,1043,ATL,SFO,01-09-2024 01:18,01-09-2024 01:20,01-09-2024 05:18,01-09-2024 05:26,8,Weather,TRUE,FALSE,Airbus A320,N60411,1232
1920,United,4735,JFK,JFK,01-09-2024 08:45,01-09-2024 09:03,01-09-2024 09:45,01-09-2024 09:52,7,Maintenance,FALSE,TRUE,Airbus A320,N86828,1178
1921,Southwest,795,LAX,JFK,01-09-2024 16:13,01-09-2024 16:38,01-09-2024 17:13,01-09-2024 17:43,30,Maintenance,FALSE,FALSE,Boeing 737,N26644,1617
1922,United,8952,ATL,BOS,01-09-2024 23:53,01-09-2024 23:55,02-09-2024 05:53,02-09-2024 05:54,1,Air Traffic Control,FALSE,FALSE,Boeing 777,N63982,2553
1923,Southwest,1398,ORD,MIA,01-09-2024 07:40,01-09-2024 08:00,01-09-2024 08:40,01-09-2024 08:51,11,Air Traffic Control,FALSE,TRUE,Boeing 777,N72931,2436
1924,Delta,9897,DFW,JFK,01-09-2024 19:54,01-09-2024 20:01,01-09-2024 22:54,01-09-2024 23:23,29,Maintenance,FALSE,TRUE,Airbus A320,N32167,2516
1925,United,6755,JFK,SEA,01-09-2024 07:04,01-09-2024 07:14,01-09-2024 12:04,01-09-2024 12:06,2,Weather,FALSE,TRUE,Boeing 777,N86628,2050
1926,American Airlines,8776,DFW,JFK,01-09-2024 17:21,01-09-2024 17:51,01-09-2024 20:21,01-09-2024 20:19,-2,,FALSE,TRUE,Boeing 777,N14331,1885
1927,Delta,3078,DFW,SEA,01-09-2024 00:40,01-09-2024 01:00,01-09-2024 02:40,01-09-2024 02:37,-3,,FALSE,TRUE,Boeing 737,N46509,1048
